,age,risk,horizon,capital,equity,mf,cash,goal_preservation,goal_retirement,goal_short_term,goal_wealth
1495,26,1,3,22138,49.0,31.0,20.0,False,False,True,False
1496,29,1,5,29894,46.0,34.0,20.0,False,False,True,False
1497,22,1,5,38725,73.17,20.73,6.1,False,True,False,False
1498,20,1,3,31413,85.0,10.0,5.0,False,False,False,True
1499,22,1,7,27546,78.0,17.0,5.0,False,True,False,False
1500,19,0,5,45305,55.0,30.0,15.0,False,True,False,False
1501,25,1,6,14744,50.0,30.0,20.0,False,False,True,False
1502,27,2,5,30801,77.92,15.58,6.49,False,True,False,False
1503,18,2,7,29361,80.0,15.0,5.0,True,False,False,False
1504,22,2,4,26899,82.47,9.7,7.82,False,False,False,True
1505,24,1,3,16949,85.0,10.0,5.0,False,False,False,True
1506,21,2,3,23056,85.0,10.0,5.0,False,False,False,True
1507,26,1,3,20234,84.56,10.45,4.99,False,False,False,True
1508,20,2,3,27348,75.0,15.0,10.0,False,False,True,False
1509,22,0,7,28208,68.0,22.0,10.0,False,False,False,True
1510,25,2,6,12626,82.77,9.74,7.49,False,False,False,True
1511,25,1,3,32601,75.0,20.0,5.0,False,True,False,False
1512,23,1,7,22570,63.66,31.35,4.99,False,False,False,False
1513,27,1,8,34345,73.0,22.0,5.0,False,True,False,False
1514,26,1,3,18656,54.0,31.0,15.0,True,False,False,False
1515,30,2,4,31775,75.0,18.75,6.25,False,True,False,False
1516,23,1,5,20526,82.19,10.96,6.85,False,False,False,True
1517,21,0,6,32975,65.93,23.08,10.99,False,False,False,True
1518,22,1,3,41348,85.0,10.0,5.0,False,False,False,True
1519,30,0,3,24423,22.22,55.56,22.22,False,False,True,False
1520,23,1,3,19045,52.0,28.0,20.0,False,False,True,False
1521,21,0,6,41014,44.0,46.0,10.0,False,False,False,False
1522,22,1,5,27933,58.0,27.0,15.0,True,False,False,False
1523,26,2,4,19711,65.93,28.57,5.49,False,False,False,False
1524,26,0,5,31022,39.0,51.0,10.0,False,False,False,False
1525,24,1,3,17081,62.71,32.3,4.99,False,False,False,False
1526,29,1,6,27019,46.0,34.0,20.0,False,False,True,False
1527,29,1,3,29100,71.0,24.0,5.0,False,True,False,False
1528,27,2,7,31848,68.0,22.0,10.0,False,False,True,False
1529,22,1,5,44417,73.17,20.73,6.1,False,True,False,False
1530,29,2,5,17388,63.83,30.85,5.32,False,False,False,False
1531,24,2,3,18485,85.0,10.0,5.0,False,True,False,False
1532,18,2,9,19228,75.0,15.0,10.0,False,False,True,False
1533,24,1,4,22472,81.08,12.16,6.76,False,False,False,True
1534,29,1,7,28996,46.0,34.0,20.0,False,False,True,False
1535,20,2,4,29413,82.26,9.68,8.06,False,False,False,True
1536,25,2,7,28440,85.0,10.0,5.0,False,False,False,True
1537,22,2,3,25745,78.0,17.0,5.0,True,False,False,False
1538,18,2,3,29697,85.0,10.0,5.0,False,False,False,True
1539,20,1,5,25414,75.0,18.75,6.25,False,True,False,False
1540,24,1,3,26324,56.0,29.0,15.0,True,False,False,False
1541,28,2,7,25359,72.0,23.0,5.0,True,False,False,False
1542,24,0,3,10943,28.89,48.89,22.22,False,False,True,False
1543,20,2,3,28981,80.0,15.0,5.0,True,False,False,False
1544,27,1,3,26485,48.0,32.0,20.0,False,False,True,False
1545,29,1,6,21610,51.0,34.0,15.0,True,False,False,False
1546,27,1,6,41097,77.92,15.58,6.49,False,False,False,True
1547,24,2,3,15650,74.3,20.73,4.97,False,False,False,False
1548,22,0,3,18595,34.74,44.21,21.05,True,False,False,False
1549,25,0,3,30854,50.0,35.0,15.0,False,True,False,False
1550,27,0,3,13027,38.0,52.0,10.0,False,False,False,False
1551,18,1,3,23546,55.0,25.0,20.0,False,False,True,False
1552,25,1,3,21310,61.76,33.25,4.99,False,False,False,False
1553,26,1,8,21991,84.56,10.45,4.99,False,False,False,True
1554,20,0,3,17832,70.0,20.0,10.0,False,False,False,True
1555,26,1,6,17709,49.0,31.0,20.0,False,False,True,False
1556,24,2,3,33871,74.3,20.73,4.97,False,False,False,False
1557,20,1,7,35089,60.0,25.0,15.0,True,False,False,False
1558,29,0,8,30246,27.37,51.58,21.05,True,False,False,False
1559,28,2,4,19444,68.18,26.14,5.68,True,False,False,False
1560,30,0,4,19880,60.0,30.0,10.0,False,False,False,True
1561,29,1,3,43989,71.0,24.0,5.0,False,True,False,False
1562,31,1,3,38923,49.0,36.0,15.0,True,False,False,False
1563,24,2,5,19313,81.08,12.16,6.76,False,True,False,False
1564,19,2,7,23207,77.75,17.28,4.97,False,False,False,False
1565,24,0,3,16234,51.0,34.0,15.0,False,True,False,False
1566,21,0,7,24431,35.79,43.16,21.05,True,False,False,False
1567,19,0,4,24476,66.67,22.22,11.11,False,False,False,True
1568,20,2,6,20011,70.59,17.65,11.76,False,False,True,False
1569,21,1,7,22004,65.56,29.45,4.99,False,False,False,False
1570,30,0,5,25638,45.0,40.0,15.0,False,True,False,False
1571,20,2,3,24690,85.0,10.0,5.0,False,False,False,True
1572,24,2,4,22670,67.42,26.97,5.62,False,False,False,False
1573,20,2,7,46662,85.0,10.0,5.0,False,True,False,False
1574,25,0,3,16643,40.0,50.0,10.0,False,False,False,False
1575,24,0,7,25891,28.89,48.89,22.22,False,False,True,False
1576,27,1,4,25715,53.0,32.0,15.0,True,False,False,False
1577,24,1,8,21564,85.0,10.0,5.0,False,False,False,True
1578,22,0,6,34292,34.74,44.21,21.05,True,False,False,False
1579,28,1,4,33856,76.92,16.67,6.41,False,False,False,True
1580,18,2,5,22146,70.59,17.65,11.76,False,False,True,False
1581,27,0,7,23292,48.0,37.0,15.0,False,True,False,False
1582,25,2,3,27218,85.0,10.0,5.0,False,False,False,True
1583,30,0,3,29177,60.0,30.0,10.0,False,False,False,True
1584,29,1,6,16066,46.0,34.0,20.0,False,False,True,False
1585,29,2,5,22928,83.13,9.78,7.09,False,False,False,True
1586,30,1,3,32838,57.01,38.0,4.99,False,False,False,False
1587,22,2,3,16065,85.0,10.0,5.0,False,False,False,True
1588,18,1,4,17095,55.0,25.0,20.0,False,False,True,False
1589,18,0,6,18045,55.0,30.0,15.0,False,True,False,False
1590,25,2,6,16788,66.67,22.22,11.11,False,False,True,False
1591,28,1,6,37167,52.0,33.0,15.0,True,False,False,False
1592,23,2,3,18481,85.0,10.0,5.0,False,False,False,True
1593,19,1,7,25965,85.0,10.0,5.0,False,False,False,True
1594,28,1,3,28081,58.91,36.1,4.99,False,False,False,False
1595,25,1,5,26596,60.0,35.0,5.0,False,False,False,False
1596,23,0,6,32019,33.68,45.26,21.05,True,False,False,False
1597,18,1,5,26264,63.16,31.58,5.26,False,False,False,False
1598,26,2,6,23097,78.95,14.47,6.58,False,True,False,False
1599,25,2,6,15424,70.59,23.53,5.88,True,False,False,False
1600,18,1,5,31411,83.22,9.79,6.99,False,False,False,True
1601,26,2,5,34212,82.87,9.75,7.39,False,False,False,True
1602,22,2,5,21182,83.1,9.97,6.93,False,True,False,False
1603,19,2,5,35742,70.59,23.53,5.88,False,False,False,False
1604,24,0,3,18922,66.0,24.0,10.0,False,False,False,True
1605,24,0,3,32500,28.89,48.89,22.22,False,False,True,False
1606,29,0,3,25462,36.0,54.0,10.0,False,False,False,False
1607,30,1,5,22570,75.0,18.75,6.25,False,False,False,True
1608,22,2,5,38202,82.47,9.7,7.82,False,False,False,True
1609,25,1,4,31849,70.59,23.53,5.88,False,True,False,False
1610,25,0,3,27355,27.78,50.0,22.22,False,False,True,False
1611,21,2,8,21780,74.0,16.0,10.0,False,False,True,False
1612,20,2,9,24404,85.0,10.0,5.0,False,True,False,False
1613,29,0,7,27759,61.0,29.0,10.0,False,False,False,True
1614,21,0,4,16033,35.79,43.16,21.05,True,False,False,False
1615,27,2,6,19598,68.97,25.29,5.75,True,False,False,False
1616,20,2,4,24480,82.26,9.68,8.06,False,False,False,True
1617,29,2,7,28255,82.35,12.67,4.98,False,True,False,False
1618,23,1,5,12155,82.19,10.96,6.85,False,False,False,True
1619,27,0,5,24568,48.0,37.0,15.0,False,True,False,False
1620,28,1,3,17169,58.91,36.1,4.99,False,False,False,False
1621,26,2,7,29076,69.0,21.0,10.0,False,False,True,False
1622,18,2,7,43151,85.0,10.0,5.0,False,False,False,True
1623,19,2,3,14754,85.0,10.0,5.0,False,False,False,True
1624,20,1,3,35804,55.0,25.0,20.0,False,False,True,False
1625,27,0,5,37449,48.0,37.0,15.0,False,True,False,False
1626,30,2,4,73224,75.0,18.75,6.25,False,True,False,False
1627,26,2,8,23513,72.57,22.46,4.97,False,False,False,False
1628,24,0,6,28909,28.89,48.89,22.22,False,False,True,False
1629,22,0,5,26073,65.22,23.91,10.87,False,False,False,True
1630,22,1,3,18967,58.0,27.0,15.0,True,False,False,False
1631,21,1,8,26802,85.0,10.0,5.0,False,False,False,True
1632,26,2,5,21653,65.93,28.57,5.49,False,False,False,False
1633,25,2,5,32882,82.77,9.74,7.49,False,False,False,True
1634,27,1,5,16705,68.97,25.29,5.75,False,True,False,False
1635,21,2,3,41782,79.0,16.0,5.0,True,False,False,False
1636,25,0,5,12046,63.16,26.32,10.53,False,False,False,True
1637,25,0,7,15516,27.78,50.0,22.22,False,False,True,False
1638,26,2,4,13594,65.93,23.08,10.99,False,False,True,False
1639,29,0,5,46921,46.0,39.0,15.0,False,True,False,False
1640,21,0,5,46025,32.22,45.56,22.22,False,False,True,False
1641,23,1,3,26508,63.66,31.35,4.99,False,False,False,False
1642,24,2,5,31620,82.67,9.73,7.6,False,False,False,True
1643,24,1,5,22416,51.0,29.0,20.0,False,False,True,False
1644,19,0,6,39188,36.84,42.11,21.05,True,False,False,False
1645,19,2,3,19578,85.0,10.0,5.0,False,True,False,False
1646,29,2,3,18542,69.98,25.05,4.97,False,False,False,False
1647,31,1,7,22456,56.06,38.95,4.99,False,False,False,False
1648,18,1,3,37033,85.0,10.0,5.0,False,False,False,True
1649,24,0,3,36393,41.0,49.0,10.0,False,False,False,False
1650,22,2,7,27917,76.03,19.01,4.97,False,False,False,False
1651,32,1,3,23119,78.86,16.15,4.99,False,False,False,True
1652,29,2,5,26344,83.13,9.78,7.09,False,False,False,True
1653,21,2,5,18689,82.37,9.69,7.94,False,False,False,True
1654,22,2,5,21470,82.47,9.7,7.82,False,False,False,True
1655,23,0,3,11456,42.0,48.0,10.0,False,False,False,False
1656,23,0,6,20795,64.52,24.73,10.75,False,False,False,True
1657,21,2,5,12324,69.77,18.6,11.63,False,False,True,False
1658,29,0,3,25322,23.33,54.44,22.22,False,False,True,False
1659,22,2,5,27222,68.97,19.54,11.49,False,False,True,False
1660,28,2,8,29354,67.0,23.0,10.0,False,False,True,False
1661,24,2,4,24104,82.67,9.73,7.6,False,False,False,True
1662,20,2,7,26367,85.0,10.0,5.0,False,False,False,True
1663,23,2,8,29128,85.0,10.0,5.0,False,True,False,False
1664,18,2,4,43258,82.26,9.68,8.06,False,False,False,True
1665,22,0,3,26574,53.0,32.0,15.0,False,True,False,False
1666,30,0,3,15523,60.0,30.0,10.0,False,False,False,True
1667,21,0,6,17989,35.79,43.16,21.05,True,False,False,False
1668,21,2,7,43180,85.0,10.0,5.0,False,False,False,True
1669,18,0,3,14567,36.84,42.11,21.05,True,False,False,False
1670,25,1,5,25197,70.59,23.53,5.88,False,True,False,False
1671,29,2,3,20607,69.98,25.05,4.97,False,False,False,False
1672,21,2,8,27709,74.0,16.0,10.0,False,False,True,False
1673,24,1,5,18699,51.0,29.0,20.0,False,False,True,False
1674,20,0,5,25520,33.33,44.44,22.22,False,False,True,False
1675,23,2,3,35792,77.0,18.0,5.0,True,False,False,False
1676,21,2,5,23186,82.37,9.69,7.94,False,False,False,True
1677,28,0,8,26357,62.0,28.0,10.0,False,False,False,True
1678,23,0,5,23872,64.52,24.73,10.75,False,False,False,True
1679,25,0,5,20547,27.78,50.0,22.22,False,False,True,False
1680,26,2,6,17581,82.87,9.75,7.39,False,False,False,True
1681,22,2,10,25978,76.03,19.01,4.97,False,False,False,False
1682,20,2,5,26512,82.26,9.68,8.06,False,False,False,True
1683,24,0,5,48799,51.0,34.0,15.0,False,True,False,False
1684,22,1,3,17884,58.0,27.0,15.0,True,False,False,False
1685,19,2,5,18394,83.22,9.79,6.99,False,True,False,False
1686,21,0,5,20268,35.79,43.16,21.05,True,False,False,False
1687,26,1,6,42720,54.0,31.0,15.0,True,False,False,False
1688,31,0,4,32230,34.0,56.0,10.0,False,False,False,False
1689,22,0,6,32558,53.0,32.0,15.0,False,True,False,False
1690,30,1,3,15646,57.01,38.0,4.99,False,False,False,False
1691,32,2,4,37720,61.86,32.99,5.15,False,False,False,False
1692,26,1,5,20183,69.77,24.42,5.81,False,True,False,False
1693,27,0,6,12927,38.0,52.0,10.0,False,False,False,False
1694,24,1,4,33453,56.0,29.0,15.0,True,False,False,False
1695,27,0,6,24484,48.0,37.0,15.0,False,True,False,False
1696,22,1,9,10469,53.0,27.0,20.0,False,False,True,False
1697,26,1,3,14196,60.81,34.2,4.99,False,False,False,False
1698,31,2,5,19968,65.93,28.57,5.49,True,False,False,False
1699,22,1,3,21034,78.0,17.0,5.0,False,True,False,False
1700,21,2,3,26422,74.0,16.0,10.0,False,False,True,False
1701,23,1,5,18475,82.19,10.96,6.85,False,False,False,True
1702,28,1,6,34040,76.92,16.67,6.41,False,False,False,True
1703,18,1,7,34109,60.0,25.0,15.0,True,False,False,False
1704,26,2,5,28570,65.93,28.57,5.49,False,False,False,False
1705,22,1,4,34069,61.86,32.99,5.15,False,False,False,False
1706,29,1,5,23972,75.95,17.72,6.33,False,False,False,True
1707,28,1,4,18043,52.0,33.0,15.0,True,False,False,False
1708,21,0,3,17059,35.79,43.16,21.05,True,False,False,False
1709,19,1,6,14979,60.0,25.0,15.0,True,False,False,False
1710,24,1,5,22258,56.0,29.0,15.0,True,False,False,False
1711,23,2,7,26944,85.0,10.0,5.0,False,False,False,True
1712,26,2,9,17300,69.0,21.0,10.0,False,False,True,False
1713,26,2,3,28028,69.0,21.0,10.0,False,False,True,False
1714,24,2,3,27672,85.0,10.0,5.0,False,True,False,False
1715,27,1,5,47751,68.97,25.29,5.75,False,True,False,False
1716,26,2,4,42043,65.93,23.08,10.99,False,False,True,False
1717,28,1,6,21652,47.0,33.0,20.0,False,False,True,False
1718,27,2,6,33508,65.22,29.35,5.43,False,False,False,False
1719,27,1,8,33402,73.0,22.0,5.0,False,True,False,False
1720,18,1,5,31004,75.0,18.75,6.25,False,True,False,False
1721,23,1,7,21412,63.66,31.35,4.99,False,False,False,False
1722,25,1,5,35235,55.0,30.0,15.0,True,False,False,False
1723,32,1,3,13265,78.86,16.15,4.99,False,False,False,True
1724,20,1,3,51503,66.51,28.5,4.99,False,False,False,False
1725,18,0,5,30773,66.67,22.22,11.11,False,False,False,True
1726,27,0,6,21190,48.0,37.0,15.0,False,True,False,False
1727,24,2,3,51438,71.0,19.0,10.0,False,False,True,False
1728,28,1,3,25984,82.66,12.35,4.99,False,False,False,True
1729,20,0,7,21763,36.84,42.11,21.05,True,False,False,False
1730,25,1,5,20088,50.0,30.0,20.0,False,False,True,False
1731,26,0,4,22409,62.5,27.08,10.42,False,False,False,True
1732,24,1,7,39308,85.0,10.0,5.0,False,False,False,True
1733,23,0,7,14905,52.0,33.0,15.0,False,True,False,False
1734,26,0,7,30409,49.0,36.0,15.0,False,True,False,False
1735,25,1,3,64035,55.0,30.0,15.0,True,False,False,False
1736,24,1,8,28922,85.0,10.0,5.0,False,False,False,True
1737,21,0,4,61714,65.93,23.08,10.99,False,False,False,True
1738,27,1,6,41959,48.0,32.0,20.0,False,False,True,False
1739,20,0,8,14018,45.0,45.0,10.0,False,False,False,False
1740,26,0,6,19204,49.0,36.0,15.0,False,True,False,False
1741,19,2,3,18803,85.0,10.0,5.0,False,True,False,False
1742,23,0,3,18953,30.0,47.78,22.22,False,False,True,False
1743,23,0,5,20284,64.52,24.73,10.75,False,False,False,True
1744,21,1,5,19518,62.5,32.29,5.21,False,False,False,False
1745,28,2,3,28265,83.26,11.76,4.98,False,True,False,False
1746,25,2,3,33337,75.0,20.0,5.0,True,False,False,False
1747,32,0,5,23238,33.0,57.0,10.0,False,False,False,False
1748,26,0,4,21121,30.53,48.42,21.05,True,False,False,False
1749,26,0,5,27898,26.67,51.11,22.22,False,False,True,False
1750,22,0,3,22048,68.0,22.0,10.0,False,False,False,True
1751,26,0,3,17306,39.0,51.0,10.0,False,False,False,False
1752,30,2,7,20119,81.45,13.57,4.98,False,True,False,False
1753,26,1,5,58606,78.95,14.47,6.58,False,False,False,True
1754,30,0,6,22814,60.0,30.0,10.0,False,False,False,True
1755,27,0,4,21975,38.0,52.0,10.0,False,False,False,False
1756,24,0,4,21092,32.63,46.32,21.05,True,False,False,False
1757,28,0,4,26809,47.0,38.0,15.0,False,True,False,False
1758,26,2,3,24472,85.0,10.0,5.0,False,True,False,False
1759,31,0,6,22318,44.0,41.0,15.0,False,True,False,False
1760,25,1,6,30699,60.0,35.0,5.0,False,False,False,False
1761,29,2,3,17800,85.0,10.0,5.0,False,False,False,True
1762,32,2,3,24542,63.0,27.0,10.0,False,False,True,False
1763,21,1,6,17609,83.22,9.85,6.93,False,False,False,True
1764,26,1,6,27868,49.0,31.0,20.0,False,False,True,False
1765,25,0,6,29365,31.58,47.37,21.05,True,False,False,False
1766,26,0,5,32384,26.67,51.11,22.22,False,False,True,False
1767,25,2,3,23501,85.0,10.0,5.0,False,False,False,True
1768,29,1,6,20935,51.0,34.0,15.0,True,False,False,False
1769,18,2,5,17908,70.59,17.65,11.76,False,False,True,False
1770,25,1,7,23597,61.76,33.25,4.99,False,False,False,False
1771,30,1,3,20865,50.0,35.0,15.0,True,False,False,False
1772,31,1,11,17140,79.81,15.2,4.99,False,False,False,True
1773,21,2,6,36166,82.37,9.69,7.94,False,False,False,True
1774,27,2,6,32967,77.92,15.58,6.49,False,True,False,False
1775,31,0,4,16728,59.0,31.0,10.0,False,False,False,True
1776,23,0,6,22888,52.0,33.0,15.0,False,True,False,False
1777,27,0,3,16932,25.56,52.22,22.22,False,False,True,False
1778,24,2,3,27483,85.0,10.0,5.0,False,True,False,False
1779,19,2,3,32422,75.0,15.0,10.0,False,False,True,False
1780,21,1,7,15106,54.0,26.0,20.0,False,False,True,False
1781,22,1,4,51206,83.1,9.97,6.93,False,False,False,True
1782,28,0,6,29856,37.0,53.0,10.0,False,False,False,False
1783,31,0,5,20756,21.11,56.67,22.22,False,False,True,False
1784,20,1,3,28047,80.0,15.0,5.0,False,True,False,False
1785,24,2,3,19716,85.0,10.0,5.0,False,True,False,False
1786,26,2,5,30732,65.93,23.08,10.99,False,False,True,False
1787,25,2,3,37057,70.0,20.0,10.0,False,False,True,False
1788,21,1,5,39489,74.07,19.75,6.17,False,True,False,False
1789,18,0,3,17860,33.33,44.44,22.22,False,False,True,False
1790,26,1,4,23030,54.0,31.0,15.0,True,False,False,False
1791,27,0,3,11127,63.0,27.0,10.0,False,False,False,True
1792,27,1,7,27918,59.86,35.15,4.99,False,False,False,False
1793,22,2,5,20614,68.97,19.54,11.49,False,False,True,False
1794,23,2,5,19215,68.18,20.45,11.36,False,False,True,False
1795,21,2,3,28022,74.0,16.0,10.0,False,False,True,False
1796,18,2,5,34209,82.26,9.68,8.06,False,False,False,True
1797,21,1,6,17922,74.07,19.75,6.17,False,True,False,False
1798,21,1,3,40086,59.0,26.0,15.0,True,False,False,False
1799,29,0,6,35129,27.37,51.58,21.05,True,False,False,False
1800,21,0,7,26210,35.79,43.16,21.05,True,False,False,False
1801,21,1,6,38530,54.0,26.0,20.0,False,False,True,False
1802,21,0,7,21259,44.0,46.0,10.0,False,False,False,False
1803,21,2,3,10121,85.0,10.0,5.0,False,False,False,True
1804,26,0,4,31749,62.5,27.08,10.42,False,False,False,True
1805,23,2,4,18827,68.18,20.45,11.36,False,False,True,False
1806,18,1,3,16737,85.0,10.0,5.0,False,False,False,True
1807,23,1,3,16733,52.0,28.0,20.0,False,False,True,False
1808,21,0,4,15626,32.22,45.56,22.22,False,False,True,False
1809,29,1,6,28797,46.0,34.0,20.0,False,False,True,False
1810,18,1,4,17605,63.16,31.58,5.26,False,False,False,False
1811,22,1,3,17854,64.61,30.4,4.99,False,False,False,False
1812,18,0,5,39625,55.0,30.0,15.0,False,True,False,False
1813,25,1,6,18157,70.59,23.53,5.88,False,True,False,False
1814,22,2,5,19312,82.47,9.7,7.82,False,False,False,True
1815,23,2,3,37074,77.0,18.0,5.0,True,False,False,False
1816,24,2,7,24591,71.0,19.0,10.0,False,False,True,False
1817,21,0,5,34931,35.79,43.16,21.05,True,False,False,False
1818,21,2,4,16083,83.22,9.85,6.93,False,True,False,False
1819,23,1,6,28520,72.29,21.69,6.02,False,True,False,False
1820,19,2,4,45848,70.59,23.53,5.88,False,False,False,False
1821,29,2,3,35629,69.98,25.05,4.97,False,False,False,False
1822,22,2,4,24820,68.97,19.54,11.49,False,False,True,False
1823,24,2,7,19195,71.0,19.0,10.0,False,False,True,False
1824,30,0,3,21299,45.0,40.0,15.0,False,True,False,False
1825,26,0,7,22271,39.0,51.0,10.0,False,False,False,False
1826,24,1,3,35259,51.0,29.0,20.0,False,False,True,False
1827,21,0,8,17519,44.0,46.0,10.0,False,False,False,False
1828,26,1,3,49031,60.81,34.2,4.99,False,False,False,False
1829,24,1,7,23310,62.71,32.3,4.99,False,False,False,False
1830,26,0,5,20577,30.53,48.42,21.05,True,False,False,False
1831,20,1,5,38150,55.0,25.0,20.0,False,False,True,False
1832,24,0,4,28328,32.63,46.32,21.05,True,False,False,False
1833,27,1,6,34453,68.97,25.29,5.75,False,True,False,False
1834,28,2,8,25201,67.0,23.0,10.0,False,False,True,False
1835,25,0,4,71461,31.58,47.37,21.05,True,False,False,False
1836,18,1,3,21623,60.0,25.0,15.0,True,False,False,False
1837,21,1,3,13912,65.56,29.45,4.99,False,False,False,False
1838,25,2,7,9262,85.0,10.0,5.0,False,False,False,True
1839,18,2,4,28053,75.0,18.75,6.25,True,False,False,False
1840,23,2,5,23976,82.58,9.71,7.71,False,False,False,True
1841,25,2,3,18902,70.0,20.0,10.0,False,False,True,False
1842,27,1,3,19724,59.86,35.15,4.99,False,False,False,False
1843,26,1,5,22875,49.0,31.0,20.0,False,False,True,False
1844,18,0,7,23841,33.33,44.44,22.22,False,False,True,False
1845,18,0,4,28328,36.84,42.11,21.05,True,False,False,False
1846,20,0,4,20148,36.84,42.11,21.05,True,False,False,False
1847,31,1,3,27281,44.0,36.0,20.0,False,False,True,False
1848,23,0,3,19798,52.0,33.0,15.0,False,True,False,False
